A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/1.html.,,,,,,,,,,
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/1.html applies to these and all data available from the Mission China air quality monitoring program.,,,,,,,,,,
,,,,,,,,,,
Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Beijing,PM2.5,2016-03-08 19:00,2016,3,8,19,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-08 20:00,2016,3,8,20,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-08 21:00,2016,3,8,21,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-08 22:00,2016,3,8,22,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-08 23:00,2016,3,8,23,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-09 00:00,2016,3,9,0,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-09 01:00,2016,3,9,1,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-09 02:00,2016,3,9,2,4,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-09 03:00,2016,3,9,3,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-09 04:00,2016,3,9,4,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-09 05:00,2016,3,9,5,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-09 06:00,2016,3,9,6,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-09 07:00,2016,3,9,7,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-09 08:00,2016,3,9,8,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-09 09:00,2016,3,9,9,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-09 10:00,2016,3,9,10,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-09 11:00,2016,3,9,11,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-09 12:00,2016,3,9,12,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-09 13:00,2016,3,9,13,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-09 14:00,2016,3,9,14,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-09 15:00,2016,3,9,15,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-09 16:00,2016,3,9,16,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-09 17:00,2016,3,9,17,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-09 18:00,2016,3,9,18,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-09 19:00,2016,3,9,19,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-09 20:00,2016,3,9,20,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-09 21:00,2016,3,9,21,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-09 22:00,2016,3,9,22,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-09 23:00,2016,3,9,23,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-10 00:00,2016,3,10,0,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-10 01:00,2016,3,10,1,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-10 02:00,2016,3,10,2,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-10 03:00,2016,3,10,3,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-10 04:00,2016,3,10,4,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-10 05:00,2016,3,10,5,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-10 06:00,2016,3,10,6,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-10 07:00,2016,3,10,7,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-10 08:00,2016,3,10,8,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-10 09:00,2016,3,10,9,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-10 10:00,2016,3,10,10,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-10 11:00,2016,3,10,11,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-10 12:00,2016,3,10,12,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-10 13:00,2016,3,10,13,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-10 14:00,2016,3,10,14,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-10 15:00,2016,3,10,15,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-10 16:00,2016,3,10,16,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-10 17:00,2016,3,10,17,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-10 18:00,2016,3,10,18,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-10 19:00,2016,3,10,19,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-10 20:00,2016,3,10,20,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-10 21:00,2016,3,10,21,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-10 22:00,2016,3,10,22,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-10 23:00,2016,3,10,23,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-11 00:00,2016,3,11,0,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-11 01:00,2016,3,11,1,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-11 02:00,2016,3,11,2,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-11 03:00,2016,3,11,3,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-11 04:00,2016,3,11,4,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-11 05:00,2016,3,11,5,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-11 06:00,2016,3,11,6,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-11 07:00,2016,3,11,7,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-11 08:00,2016,3,11,8,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-11 09:00,2016,3,11,9,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-11 10:00,2016,3,11,10,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-11 11:00,2016,3,11,11,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-11 12:00,2016,3,11,12,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-11 13:00,2016,3,11,13,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-11 14:00,2016,3,11,14,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-11 15:00,2016,3,11,15,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-11 16:00,2016,3,11,16,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-11 17:00,2016,3,11,17,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-11 18:00,2016,3,11,18,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-11 19:00,2016,3,11,19,32,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-11 20:00,2016,3,11,20,34,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-11 21:00,2016,3,11,21,34,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-11 22:00,2016,3,11,22,45,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-11 23:00,2016,3,11,23,51,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-12 00:00,2016,3,12,0,60,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-12 01:00,2016,3,12,1,68,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-12 02:00,2016,3,12,2,69,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-12 03:00,2016,3,12,3,77,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-12 04:00,2016,3,12,4,78,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-12 05:00,2016,3,12,5,77,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-12 06:00,2016,3,12,6,92,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-12 07:00,2016,3,12,7,101,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-12 08:00,2016,3,12,8,102,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-12 09:00,2016,3,12,9,105,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-12 10:00,2016,3,12,10,114,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-12 11:00,2016,3,12,11,120,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-12 12:00,2016,3,12,12,120,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-12 13:00,2016,3,12,13,105,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-12 14:00,2016,3,12,14,109,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-12 15:00,2016,3,12,15,113,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-12 16:00,2016,3,12,16,114,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-12 17:00,2016,3,12,17,113,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-12 18:00,2016,3,12,18,124,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-12 19:00,2016,3,12,19,146,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-12 20:00,2016,3,12,20,160,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-12 21:00,2016,3,12,21,150,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-12 22:00,2016,3,12,22,164,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-12 23:00,2016,3,12,23,166,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-13 00:00,2016,3,13,0,38,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-13 01:00,2016,3,13,1,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-13 02:00,2016,3,13,3,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-13 03:00,2016,3,13,3,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-13 04:00,2016,3,13,4,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-13 05:00,2016,3,13,5,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-13 06:00,2016,3,13,6,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-13 07:00,2016,3,13,7,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-13 08:00,2016,3,13,8,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-13 09:00,2016,3,13,9,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-13 10:00,2016,3,13,10,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-13 11:00,2016,3,13,11,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-13 12:00,2016,3,13,12,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-13 13:00,2016,3,13,13,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-13 14:00,2016,3,13,14,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-13 15:00,2016,3,13,15,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-13 16:00,2016,3,13,16,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-13 17:00,2016,3,13,17,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-13 18:00,2016,3,13,18,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-13 19:00,2016,3,13,19,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-13 20:00,2016,3,13,20,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-13 21:00,2016,3,13,21,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-13 22:00,2016,3,13,22,48,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-13 23:00,2016,3,13,23,57,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-14 00:00,2016,3,14,0,63,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-14 01:00,2016,3,14,1,72,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-14 02:00,2016,3,14,2,80,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-14 03:00,2016,3,14,3,104,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-14 04:00,2016,3,14,4,105,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-14 05:00,2016,3,14,5,109,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-14 06:00,2016,3,14,6,98,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-14 07:00,2016,3,14,7,96,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-14 08:00,2016,3,14,8,101,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-14 09:00,2016,3,14,9,119,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-14 10:00,2016,3,14,10,116,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-14 11:00,2016,3,14,11,113,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-14 12:00,2016,3,14,12,110,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-14 13:00,2016,3,14,13,85,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-14 14:00,2016,3,14,14,55,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-14 15:00,2016,3,14,15,42,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-14 16:00,2016,3,14,16,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-14 17:00,2016,3,14,17,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-14 18:00,2016,3,14,18,39,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-14 19:00,2016,3,14,19,45,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-14 20:00,2016,3,14,20,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-14 21:00,2016,3,14,21,61,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-14 22:00,2016,3,14,22,77,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-14 23:00,2016,3,14,23,94,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-15 00:00,2016,3,15,0,101,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-15 01:00,2016,3,15,1,115,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-15 02:00,2016,3,15,2,126,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-15 03:00,2016,3,15,3,112,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-15 04:00,2016,3,15,4,94,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-15 05:00,2016,3,15,5,90,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-15 06:00,2016,3,15,6,93,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-15 07:00,2016,3,15,7,95,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-15 08:00,2016,3,15,8,103,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-15 09:00,2016,3,15,9,112,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-15 10:00,2016,3,15,10,124,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-15 11:00,2016,3,15,11,145,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-15 12:00,2016,3,15,12,146,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-15 13:00,2016,3,15,13,140,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-15 14:00,2016,3,15,14,151,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-15 15:00,2016,3,15,15,162,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-15 16:00,2016,3,15,16,156,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-15 17:00,2016,3,15,17,155,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-15 18:00,2016,3,15,18,163,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-15 19:00,2016,3,15,19,171,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-15 20:00,2016,3,15,20,178,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-15 21:00,2016,3,15,21,177,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-15 22:00,2016,3,15,22,198,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-15 23:00,2016,3,15,23,191,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-16 00:00,2016,3,16,0,213,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-16 01:00,2016,3,16,1,228,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-16 02:00,2016,3,16,2,239,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-16 03:00,2016,3,16,3,235,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-16 04:00,2016,3,16,4,234,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-16 05:00,2016,3,16,5,247,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-16 06:00,2016,3,16,6,223,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-16 07:00,2016,3,16,7,227,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-16 08:00,2016,3,16,8,213,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-16 09:00,2016,3,16,9,215,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-16 10:00,2016,3,16,10,226,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-16 11:00,2016,3,16,11,237,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-16 12:00,2016,3,16,12,246,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-16 13:00,2016,3,16,13,248,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-16 14:00,2016,3,16,14,208,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-16 15:00,2016,3,16,15,217,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-16 16:00,2016,3,16,16,234,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-16 17:00,2016,3,16,17,222,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-16 18:00,2016,3,16,18,236,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-16 19:00,2016,3,16,19,273,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-16 20:00,2016,3,16,20,285,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-16 21:00,2016,3,16,21,269,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-16 22:00,2016,3,16,22,251,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-16 23:00,2016,3,16,23,238,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-17 00:00,2016,3,17,0,222,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-17 01:00,2016,3,17,1,214,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-17 02:00,2016,3,17,2,228,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-17 03:00,2016,3,17,3,220,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-17 04:00,2016,3,17,4,215,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-17 05:00,2016,3,17,5,220,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-17 06:00,2016,3,17,6,228,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-17 07:00,2016,3,17,7,234,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-17 08:00,2016,3,17,8,243,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-17 09:00,2016,3,17,9,254,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-17 10:00,2016,3,17,10,264,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-17 11:00,2016,3,17,11,274,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-17 12:00,2016,3,17,12,273,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-17 13:00,2016,3,17,13,253,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-17 14:00,2016,3,17,14,246,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-17 15:00,2016,3,17,15,238,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-17 16:00,2016,3,17,16,220,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-17 17:00,2016,3,17,17,236,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-17 18:00,2016,3,17,18,250,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-17 19:00,2016,3,17,19,269,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-17 20:00,2016,3,17,20,308,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-17 21:00,2016,3,17,21,299,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-17 22:00,2016,3,17,22,312,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-17 23:00,2016,3,17,23,337,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-18 00:00,2016,3,18,0,340,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-18 01:00,2016,3,18,1,344,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-18 02:00,2016,3,18,2,353,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-18 03:00,2016,3,18,3,354,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-18 04:00,2016,3,18,4,336,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-18 05:00,2016,3,18,5,334,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-18 06:00,2016,3,18,6,325,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-18 07:00,2016,3,18,7,307,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-18 08:00,2016,3,18,8,305,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-18 09:00,2016,3,18,9,287,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-18 10:00,2016,3,18,10,202,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-18 11:00,2016,3,18,11,140,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-18 12:00,2016,3,18,12,97,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-18 13:00,2016,3,18,13,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-18 14:00,2016,3,18,14,58,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-18 15:00,2016,3,18,15,51,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-18 16:00,2016,3,18,16,42,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-18 17:00,2016,3,18,17,34,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-18 18:00,2016,3,18,18,37,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-18 19:00,2016,3,18,19,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-18 20:00,2016,3,18,20,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-18 21:00,2016,3,18,21,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-18 22:00,2016,3,18,22,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-18 23:00,2016,3,18,23,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-19 00:00,2016,3,19,0,86,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-19 01:00,2016,3,19,1,193,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-19 02:00,2016,3,19,2,197,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-19 03:00,2016,3,19,3,163,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-19 04:00,2016,3,19,4,102,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-19 05:00,2016,3,19,5,82,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-19 06:00,2016,3,19,6,76,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-19 07:00,2016,3,19,7,57,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-19 08:00,2016,3,19,8,52,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-19 09:00,2016,3,19,9,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-19 10:00,2016,3,19,10,63,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-19 11:00,2016,3,19,11,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-19 12:00,2016,3,19,12,51,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-19 13:00,2016,3,19,13,40,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-19 14:00,2016,3,19,14,39,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-19 15:00,2016,3,19,15,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-19 16:00,2016,3,19,16,39,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-19 17:00,2016,3,19,17,37,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-19 18:00,2016,3,19,18,42,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-19 19:00,2016,3,19,19,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-19 20:00,2016,3,19,20,57,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-19 21:00,2016,3,19,21,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-19 22:00,2016,3,19,22,39,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-19 23:00,2016,3,19,23,37,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-20 00:00,2016,3,20,0,38,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-20 01:00,2016,3,20,1,40,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-20 02:00,2016,3,20,2,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-20 03:00,2016,3,20,3,67,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-20 04:00,2016,3,20,4,67,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-20 05:00,2016,3,20,5,95,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-20 06:00,2016,3,20,6,81,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-20 07:00,2016,3,20,7,83,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-20 08:00,2016,3,20,8,85,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-20 09:00,2016,3,20,9,77,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-20 10:00,2016,3,20,10,92,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-20 11:00,2016,3,20,11,75,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-03-20 12:00,2016,3,20,12,54,µg/m³,1 Hr,Valid
