A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/1.html.,,,,,,,,,,
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/1.html applies to these and all data available from the Mission China air quality monitoring program.,,,,,,,,,,
,,,,,,,,,,
Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Beijing,PM2.5,2016-04-23 07:00,2016,4,23,7,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-23 08:00,2016,4,23,8,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-23 09:00,2016,4,23,9,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-23 10:00,2016,4,23,10,35,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-23 11:00,2016,4,23,11,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-23 12:00,2016,4,23,12,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-23 13:00,2016,4,23,13,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-23 14:00,2016,4,23,14,36,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-23 15:00,2016,4,23,15,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-23 16:00,2016,4,23,16,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-23 17:00,2016,4,23,17,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-23 18:00,2016,4,23,18,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-23 19:00,2016,4,23,19,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-23 20:00,2016,4,23,20,36,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-23 21:00,2016,4,23,21,39,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-23 22:00,2016,4,23,22,49,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-23 23:00,2016,4,23,23,37,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-24 00:00,2016,4,24,0,40,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-24 01:00,2016,4,24,1,49,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-24 02:00,2016,4,24,2,46,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-24 03:00,2016,4,24,3,38,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-24 04:00,2016,4,24,4,46,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-24 05:00,2016,4,24,5,54,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-24 06:00,2016,4,24,6,51,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-24 07:00,2016,4,24,7,53,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-24 08:00,2016,4,24,8,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-24 09:00,2016,4,24,9,62,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-24 10:00,2016,4,24,10,67,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-24 11:00,2016,4,24,11,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-24 12:00,2016,4,24,12,62,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-24 13:00,2016,4,24,13,86,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-24 14:00,2016,4,24,14,118,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-24 15:00,2016,4,24,15,125,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-24 16:00,2016,4,24,16,126,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-24 17:00,2016,4,24,17,118,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-24 18:00,2016,4,24,18,116,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-24 19:00,2016,4,24,19,116,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-24 20:00,2016,4,24,20,94,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-24 21:00,2016,4,24,21,86,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-24 22:00,2016,4,24,22,76,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-24 23:00,2016,4,24,23,59,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-25 00:00,2016,4,25,0,48,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-25 01:00,2016,4,25,1,42,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-25 02:00,2016,4,25,2,59,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-25 03:00,2016,4,25,3,64,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-25 04:00,2016,4,25,4,60,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-25 05:00,2016,4,25,5,67,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-25 06:00,2016,4,25,6,71,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-25 07:00,2016,4,25,7,69,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-25 08:00,2016,4,25,8,80,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-25 09:00,2016,4,25,9,91,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-25 10:00,2016,4,25,10,101,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-25 11:00,2016,4,25,11,115,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-25 12:00,2016,4,25,12,134,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-25 13:00,2016,4,25,13,121,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-25 14:00,2016,4,25,14,84,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-25 15:00,2016,4,25,15,59,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-25 16:00,2016,4,25,16,54,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-25 17:00,2016,4,25,17,57,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-25 18:00,2016,4,25,18,55,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-25 19:00,2016,4,25,19,63,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-25 20:00,2016,4,25,20,133,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-25 21:00,2016,4,25,21,125,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-25 22:00,2016,4,25,22,92,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-25 23:00,2016,4,25,23,74,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-26 00:00,2016,4,26,0,74,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-26 01:00,2016,4,26,1,71,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-26 02:00,2016,4,26,2,70,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-26 03:00,2016,4,26,3,70,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-26 04:00,2016,4,26,4,65,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-26 05:00,2016,4,26,5,67,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-26 06:00,2016,4,26,6,69,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-26 07:00,2016,4,26,7,77,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-26 08:00,2016,4,26,8,72,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-26 09:00,2016,4,26,9,64,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-26 10:00,2016,4,26,10,71,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-26 11:00,2016,4,26,11,80,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-26 12:00,2016,4,26,12,99,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-26 13:00,2016,4,26,13,92,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-26 14:00,2016,4,26,14,78,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-26 15:00,2016,4,26,15,100,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-26 16:00,2016,4,26,16,87,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-26 17:00,2016,4,26,17,81,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-26 18:00,2016,4,26,18,72,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-26 19:00,2016,4,26,19,65,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-26 20:00,2016,4,26,20,63,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-26 21:00,2016,4,26,21,54,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-26 22:00,2016,4,26,22,78,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-26 23:00,2016,4,26,23,73,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-27 00:00,2016,4,27,0,64,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-27 01:00,2016,4,27,1,79,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-27 02:00,2016,4,27,2,75,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-27 03:00,2016,4,27,3,90,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-27 04:00,2016,4,27,4,90,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-27 05:00,2016,4,27,5,87,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-27 06:00,2016,4,27,6,97,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-27 07:00,2016,4,27,7,88,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-27 08:00,2016,4,27,8,74,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-27 09:00,2016,4,27,9,72,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-27 10:00,2016,4,27,10,86,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-27 11:00,2016,4,27,11,91,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-27 12:00,2016,4,27,12,69,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-27 13:00,2016,4,27,13,75,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-27 14:00,2016,4,27,14,82,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-27 15:00,2016,4,27,15,79,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-27 16:00,2016,4,27,16,98,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-27 17:00,2016,4,27,17,90,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-27 18:00,2016,4,27,18,92,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-27 19:00,2016,4,27,19,89,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-27 20:00,2016,4,27,20,104,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-27 21:00,2016,4,27,21,118,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-27 22:00,2016,4,27,22,121,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-27 23:00,2016,4,27,23,137,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-28 00:00,2016,4,28,0,140,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-28 01:00,2016,4,28,1,136,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-28 02:00,2016,4,28,2,141,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-28 03:00,2016,4,28,3,135,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-28 04:00,2016,4,28,4,115,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-28 05:00,2016,4,28,5,103,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-28 06:00,2016,4,28,6,89,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-28 07:00,2016,4,28,7,73,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-28 08:00,2016,4,28,8,69,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-28 09:00,2016,4,28,9,77,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-28 10:00,2016,4,28,10,79,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-28 11:00,2016,4,28,11,69,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-28 12:00,2016,4,28,12,64,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-28 13:00,2016,4,28,13,76,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-28 14:00,2016,4,28,14,94,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-28 15:00,2016,4,28,15,63,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-28 16:00,2016,4,28,16,45,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-28 17:00,2016,4,28,17,52,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-28 18:00,2016,4,28,18,45,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-28 19:00,2016,4,28,19,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-28 20:00,2016,4,28,20,40,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-28 21:00,2016,4,28,21,42,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-28 22:00,2016,4,28,22,38,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-28 23:00,2016,4,28,23,33,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-29 00:00,2016,4,29,0,32,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-29 01:00,2016,4,29,1,33,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-29 02:00,2016,4,29,2,39,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-29 03:00,2016,4,29,3,33,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-29 04:00,2016,4,29,4,33,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-29 05:00,2016,4,29,5,34,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-29 06:00,2016,4,29,6,41,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-29 07:00,2016,4,29,7,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-29 08:00,2016,4,29,8,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-29 09:00,2016,4,29,9,77,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-29 10:00,2016,4,29,10,91,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-29 11:00,2016,4,29,11,111,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-29 12:00,2016,4,29,12,141,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-29 13:00,2016,4,29,13,377,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-29 14:00,2016,4,29,14,198,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-29 15:00,2016,4,29,15,145,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-29 16:00,2016,4,29,16,141,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-29 17:00,2016,4,29,17,149,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-29 18:00,2016,4,29,18,162,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-29 19:00,2016,4,29,19,246,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-29 20:00,2016,4,29,20,162,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-29 21:00,2016,4,29,21,175,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-29 22:00,2016,4,29,22,207,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-29 23:00,2016,4,29,23,213,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-30 00:00,2016,4,30,0,223,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-30 01:00,2016,4,30,1,228,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-30 02:00,2016,4,30,2,226,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-30 03:00,2016,4,30,3,224,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-30 04:00,2016,4,30,4,221,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-30 05:00,2016,4,30,5,209,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-30 06:00,2016,4,30,6,176,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-30 07:00,2016,4,30,7,159,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-30 08:00,2016,4,30,8,139,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-30 09:00,2016,4,30,9,132,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-30 10:00,2016,4,30,10,114,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-30 11:00,2016,4,30,11,118,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-30 12:00,2016,4,30,12,122,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-30 13:00,2016,4,30,13,117,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-30 14:00,2016,4,30,14,109,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-30 15:00,2016,4,30,15,79,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-30 16:00,2016,4,30,16,64,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-30 17:00,2016,4,30,17,78,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-30 18:00,2016,4,30,18,91,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-30 19:00,2016,4,30,19,100,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-30 20:00,2016,4,30,20,105,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-30 21:00,2016,4,30,21,113,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-30 22:00,2016,4,30,22,130,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-04-30 23:00,2016,4,30,23,148,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-01 00:00,2016,5,1,0,149,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-01 01:00,2016,5,1,1,154,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-01 02:00,2016,5,1,2,144,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-01 03:00,2016,5,1,3,165,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-01 04:00,2016,5,1,4,174,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-01 05:00,2016,5,1,5,178,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-01 06:00,2016,5,1,6,177,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-01 07:00,2016,5,1,7,167,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-01 08:00,2016,5,1,8,171,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-01 09:00,2016,5,1,9,164,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-01 10:00,2016,5,1,10,162,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-01 11:00,2016,5,1,11,174,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-01 12:00,2016,5,1,12,168,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-01 13:00,2016,5,1,13,168,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-01 14:00,2016,5,1,14,166,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-01 15:00,2016,5,1,15,161,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-01 16:00,2016,5,1,16,147,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-01 17:00,2016,5,1,17,153,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-01 18:00,2016,5,1,18,163,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-01 19:00,2016,5,1,19,187,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-01 20:00,2016,5,1,20,207,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-01 21:00,2016,5,1,21,120,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-01 22:00,2016,5,1,22,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-01 23:00,2016,5,1,23,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-02 00:00,2016,5,2,0,72,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-02 01:00,2016,5,2,1,83,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-02 02:00,2016,5,2,2,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-02 03:00,2016,5,2,3,38,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-02 04:00,2016,5,2,4,42,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-02 05:00,2016,5,2,5,33,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-02 06:00,2016,5,2,6,52,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-02 07:00,2016,5,2,7,101,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-02 08:00,2016,5,2,8,102,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-02 09:00,2016,5,2,9,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-02 10:00,2016,5,2,10,39,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-02 11:00,2016,5,2,11,260,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-02 12:00,2016,5,2,12,36,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-02 13:00,2016,5,2,13,40,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-02 14:00,2016,5,2,14,42,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-02 15:00,2016,5,2,15,78,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-02 16:00,2016,5,2,16,61,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-02 17:00,2016,5,2,17,45,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-02 18:00,2016,5,2,18,60,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-02 19:00,2016,5,2,19,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-02 20:00,2016,5,2,20,77,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-02 21:00,2016,5,2,21,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-02 22:00,2016,5,2,22,54,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-02 23:00,2016,5,2,23,55,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-03 00:00,2016,5,3,0,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-03 01:00,2016,5,3,1,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-03 02:00,2016,5,3,2,44,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-03 03:00,2016,5,3,3,39,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-03 04:00,2016,5,3,4,34,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-03 05:00,2016,5,3,5,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-03 06:00,2016,5,3,6,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-03 07:00,2016,5,3,7,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-03 08:00,2016,5,3,8,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-03 09:00,2016,5,3,9,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-03 10:00,2016,5,3,10,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-03 11:00,2016,5,3,11,37,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-03 12:00,2016,5,3,12,73,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-03 13:00,2016,5,3,13,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-03 14:00,2016,5,3,14,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-03 15:00,2016,5,3,15,33,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-03 16:00,2016,5,3,16,41,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-03 17:00,2016,5,3,17,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-03 18:00,2016,5,3,18,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-03 19:00,2016,5,3,19,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-03 20:00,2016,5,3,20,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-03 21:00,2016,5,3,21,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-03 22:00,2016,5,3,22,32,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-03 23:00,2016,5,3,23,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-04 00:00,2016,5,4,0,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-04 01:00,2016,5,4,1,35,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-04 02:00,2016,5,4,2,39,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-04 03:00,2016,5,4,3,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-04 04:00,2016,5,4,4,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-04 05:00,2016,5,4,5,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-04 06:00,2016,5,4,6,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-04 07:00,2016,5,4,7,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-04 08:00,2016,5,4,8,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-04 09:00,2016,5,4,9,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-04 10:00,2016,5,4,10,42,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-04 11:00,2016,5,4,11,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-04 12:00,2016,5,4,12,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-04 13:00,2016,5,4,13,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-04 14:00,2016,5,4,14,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-04 15:00,2016,5,4,15,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-04 16:00,2016,5,4,16,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-04 17:00,2016,5,4,17,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-04 18:00,2016,5,4,18,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-04 19:00,2016,5,4,19,37,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-04 20:00,2016,5,4,20,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-04 21:00,2016,5,4,21,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-04 22:00,2016,5,4,22,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-04 23:00,2016,5,4,23,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,2016-05-05 00:00,2016,5,5,0,36,µg/m³,1 Hr,Valid
